order_id,product_name,order_date,sales,quantity,profit
CA-2015-129476,Logitech Gaming G510s - Keyboard,2015-10-15,339.96,5,67.992
CA-2017-146780,Magnifier Swing Arm Lamp,2017-12-25,41.96,2,10.9096
CA-2016-128867,"Hunt PowerHouse Electric Pencil Sharpener, Blue",2016-11-03,75.96,2,22.788
CA-2014-115259,"OIC Colored Binder Clips, Assorted Sizes",2014-08-25,40.096,14,14.5348
CA-2015-110457,Hon Racetrack Conference Tables,2015-03-02,787.53,3,165.3813
US-2015-136476,GBC DocuBind 300 Electric Binding Machine,2015-04-05,157.794,1,-115.7156
CA-2016-103730,Artistic Insta-Plaque,2016-06-12,47.04,3,18.3456
US-2014-152030,Global Deluxe High-Back Manager's Chair,2014-12-26,600.558,3,-8.5794
US-2014-134614,Bevis 44 x 96 Conference Tables,2014-09-20,617.7,6,-407.682
US-2017-107272,"Avery Durable Slant Ring Binders, No Labels",2017-11-05,2.388,2,-1.8308
US-2016-125969,"Global Task Chair, Black",2016-11-06,81.424,2,-9.1602
US-2017-164147,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,2017-02-02,59.97,5,-11.994
CA-2016-145583,Xerox 195,2016-10-13,20.04,3,9.6192
CA-2016-110366,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",2016-09-05,82.8,2,10.35
CA-2017-106180,Newell 343,2017-09-18,8.82,3,2.3814
CA-2017-155376,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2017-12-22,839.43,3,218.2518
CA-2015-110744,Safco Industrial Wire Shelving,2015-09-07,671.93,7,20.1579
CA-2014-110072,"Seth Thomas 14"" Putty-Colored Wall Clock",2014-10-22,93.888,4,12.9096
CA-2016-114489,Plantronics Cordless Phone Headset with In-line Volume - M214C,2016-12-05,384.45,11,103.8015
CA-2016-158834,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,2016-03-13,157.92,5,17.766
CA-2015-124919,Southworth 25% Cotton Antique Laid Paper & Envelopes,2015-05-31,58.38,7,26.271
CA-2015-118948,Newell 311,2015-05-28,6.63,3,1.7901
CA-2014-104269,Global Deluxe High-Back Manager's Chair,2014-03-01,457.568,2,51.4764
CA-2016-114104,Avery 519,2016-11-20,14.62,2,6.8714
CA-2016-162733,Xerox 1920,2016-05-11,5.98,1,2.691
CA-2015-119697,Lenovo 17-Key USB Numeric Keypad,2015-12-28,54.384,2,1.3596
CA-2016-154508,Staple envelope,2016-11-16,28.4,5,13.348
CA-2016-113817,Wilson Jones International Size A4 Ring Binders,2016-11-07,27.68,2,9.688
CA-2014-139892,BIC Brite Liner Highlighters,2014-09-08,9.936,3,2.7324
CA-2014-118962,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11",2014-08-05,20.94,3,9.8418
US-2014-100853,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,2014-09-14,52.448,2,-131.12
US-2017-152366,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",2017-04-21,97.264,4,-243.16
US-2015-101511,"Padded Folding Chairs, Black, 4/Carton",2015-11-21,396.802,7,-11.3372
CA-2015-137225,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",2015-12-15,3.28,1,1.4104
CA-2014-166191,"Tenex File Box, Personal Filing Tote with Lid, Black",2014-12-05,24.816,2,1.8612
CA-2014-158274,AT&T TR1909W,2014-11-19,503.96,4,131.0296
CA-2016-105018,Avery Poly Binder Pockets,2016-11-28,7.16,2,3.4368
CA-2014-123260,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,2014-08-26,176.8,8,22.984
CA-2016-157000,"Personal Filing Tote with Lid, Black/Gray",2016-07-16,37.224,3,3.7224
CA-2015-102281,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2015-10-12,899.136,4,112.392
CA-2015-131457,Poly String Tie Envelopes,2015-10-31,14.28,7,6.7116
CA-2014-140004,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2014-03-21,7.408,2,1.2038
CA-2017-107720,Decoflex Hanging Personal Folder File,2017-11-06,46.26,3,12.0276
US-2017-124303,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2017-07-06,2.946,2,-2.2586
CA-2017-105074,Southworth 25% Cotton Linen-Finish Paper & Envelopes,2017-06-24,21.744,3,6.795
CA-2014-133690,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,2014-08-03,218.75,2,-161.875
US-2017-116701,Eureka Sanitaire  Commercial Upright,2017-12-17,66.284,2,-178.9668
CA-2017-126382,"Eldon 200 Class Desk Accessories, Burgundy",2017-06-03,35.168,7,9.6712
CA-2017-108329,Nortel Business Series Terminal T7208 Digital phone,2017-12-09,444.768,4,44.4768
CA-2017-135860,"Tennsco Lockers, Gray",2017-12-01,83.92,4,5.8744
CA-2015-101007,Memorex Micro Travel Drive 8 GB,2015-02-09,20.8,2,6.5
CA-2015-146262,Avery 505,2015-01-02,23.68,2,8.88
CA-2016-130162,"Personal Filing Tote with Lid, Black/Gray",2016-10-28,93.06,6,26.0568
CA-2015-169397,OIC Bulk Pack Metal Binder Clips,2015-12-24,5.584,2,1.8148
CA-2015-163055,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2015-08-09,2.2,1,0.968
US-2015-145436,Global Low Back Tilter Chair,2015-02-28,161.568,2,-28.2744
US-2014-156216,GBC Instant Index System for Binding Systems,2014-09-13,18.648,7,-12.432
US-2017-100930,Bush Advantage Collection Round Conference Table,2017-04-07,233.86,2,-102.048
CA-2017-160514,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),2017-11-12,10.56,2,4.752
CA-2016-157749,Xerox 1957,2016-06-04,25.92,5,9.396
CA-2014-131926,Global Deluxe High-Back Manager's Chair,2014-06-01,2001.86,7,580.5394
CA-2016-154739,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",2016-12-10,321.568,2,28.1372
CA-2016-145625,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",2016-09-11,7.61,1,3.5767
CA-2016-146941,"Fellowes Personal Hanging Folder Files, Navy",2016-12-10,80.58,6,22.5624
US-2015-159982,Eldon 100 Class Desk Accessories,2015-11-28,12.132,9,-8.4924
CA-2017-163139,Sabrent 4-Port USB 2.0 Hub,2017-12-01,20.37,3,6.9258
US-2017-155299,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,2017-06-08,1.624,2,-4.466
US-2014-106992,Lexmark MX611dhe Monochrome Laser Printer,2014-09-19,3059.982,3,-509.997
CA-2016-125318,Cisco Small Business SPA 502G VoIP phone,2016-06-06,328.224,4,28.7196
CA-2015-155040,Microsoft Sculpt Comfort Mouse,2015-11-10,79.9,2,35.156
CA-2017-136826,"Quartet Omega Colored Chalk, 12/Pack",2017-06-16,14.016,3,4.7304
CA-2016-111010,Bagged Rubber Bands,2016-01-22,7.56,6,0.3024
US-2017-145366,Safco Commercial Shelving,2017-12-09,37.208,1,-7.4416
CA-2017-163979,Adjustable Depth Letter/Legal Cart,2017-12-28,725.84,4,210.4936
CA-2015-155334,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,2015-07-30,209.93,7,92.3692
CA-2017-118136,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",2017-09-16,8.82,2,4.0572
CA-2017-132976,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",2017-10-13,11.648,2,4.0768
US-2015-161991,Round Ring Binders,2015-09-26,2.08,5,-3.432
CA-2015-130890,"Bevis Round Bullnose 29"" High Table Top",2015-11-02,1038.84,5,51.942
CA-2015-130883,Easy-staple paper,2015-09-26,141.76,5,47.844
CA-2016-112697,GBC VeloBinder Electric Binding Machine,2016-12-18,254.058,7,-169.372
CA-2016-110772,Advantus SlideClip Paper Clips,2016-11-20,19.096,7,6.6836
CA-2014-111451,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",2014-12-26,300.416,8,78.8592
CA-2016-142545,Xerox 223,2016-10-28,32.4,5,15.552
US-2017-152380,BPI Conference Tables,2017-11-19,219.075,3,-131.445
CA-2015-144253,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,2015-05-04,26.8,2,12.864
CA-2014-130960,Newell 350,2014-12-30,9.84,3,2.8536
CA-2014-111003,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",2014-06-01,45.48,3,20.9208
CA-2017-126774,Faber Castell Col-Erase Pencils,2017-04-15,4.89,1,2.0049
CA-2016-142902,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,2016-09-12,15.136,4,3.5948
CA-2014-120887,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2014-09-27,87.54,3,37.6422
CA-2014-167850,AT&T 1070 Corded Phone,2014-08-09,178.384,2,22.298
CA-2014-164259,"Boston School Pro Electric Pencil Sharpener, 1670",2014-12-28,99.136,4,8.6744
CA-2014-164973,DMI Arturo Collection Mission-style Design Wood Chair,2014-11-04,135.882,1,24.1568
CA-2014-156601,OIC Binder Clips,2014-09-19,7.16,2,3.58
CA-2016-162138,Ibico Laser Imprintable Binding System Covers,2016-04-23,251.52,6,81.744
CA-2017-153339,Telescoping Adjustable Floor Lamp,2017-11-03,15.992,1,0.9995
US-2016-141544,Aastra 57i VoIP phone,2016-08-30,290.898,3,-67.8762
US-2016-150147,AT&T 841000 Phone,2016-04-25,82.8,2,-20.7
CA-2015-137946,Storex Dura Pro Binders,2015-09-01,4.752,1,1.6038
CA-2014-129924,Tuff Stuff Recycled Round Ring Binders,2014-07-12,7.712,2,2.7956
CA-2015-128167,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",2015-06-22,4.96,4,2.3312
CA-2014-122336,Newell 314,2014-04-13,17.856,4,1.116
US-2015-120712,Fellowes Super Stor/Drawer,2015-12-20,88.8,4,-2.22
CA-2017-169901,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,2017-06-15,47.976,3,4.7976
CA-2017-134306,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",2017-07-08,7.56,3,3.0996
CA-2016-129714,Sabrent 4-Port USB 2.0 Hub,2016-09-01,6.79,1,2.3086
CA-2016-138520,Sauder Barrister Bookcases,2016-04-08,388.704,6,-4.8588
CA-2016-130001,Southworth 25% Cotton Linen-Finish Paper & Envelopes,2016-04-23,36.24,5,11.325
CA-2017-155698,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,2017-03-08,647.84,8,168.4384
CA-2017-144904,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",2017-09-25,20.7,2,9.936
CA-2014-123344,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",2014-09-24,211.96,4,8.4784
CA-2016-155516,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders,2016-10-21,23.2,4,10.44
CA-2017-104745,Xerox 1930,2017-05-29,25.92,5,9.396
US-2014-119137,Wilson Jones Custom Binder Spines & Labels,2014-07-23,8.16,5,-5.712
US-2016-134656,Xerox 1960,2016-09-28,99.136,4,30.98
US-2017-134481,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2017-08-27,1488.424,7,-297.6848
CA-2015-130792,Holmes Odor Grabber,2015-04-28,8.652,3,-20.3322
CA-2016-134775,Southworth Structures Collection,2016-10-28,50.96,7,25.48
CA-2015-125395,Sony 32GB Class 10 Micro SDHC R40 Memory Card,2015-06-26,41.9,2,8.799
US-2015-168935,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",2015-11-27,375.4575,3,-157.0095
CA-2015-122756,Lexmark MarkNet N8150 Wireless Print Server,2015-12-03,482.34,4,-337.638
CA-2014-115973,Crayola Colored Pencils,2014-11-24,2.624,1,0.4264
CA-2017-101798,"Angle-D Binders with Locking Rings, Label Holders",2017-12-11,23.36,4,7.884
US-2014-135972,Nortel Meridian M3904 Professional Digital phone,2014-09-21,246.384,2,27.7182
US-2014-134971,Wilson Jones Century Plastic Molded Ring Binders,2014-06-07,12.462,3,-20.5623
CA-2017-102946,Tuf-Vin Binders,2017-06-30,75.792,3,25.5798
CA-2017-165603,2300 Heavy-Duty Transfer File Systems by Perma,2017-10-17,49.96,2,9.4924
CA-2015-122259,"Acme 10"" Easy Grip Assistive Scissors",2015-10-31,70.12,4,21.036
CA-2016-108987,Super Decoflex Portable Personal File,2016-09-08,35.952,3,3.5952
CA-2014-113166,Xerox 1974,2014-12-24,9.568,2,3.4684
CA-2014-155208,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",2014-04-16,39.072,6,9.768
CA-2017-117933,Staple holder,2017-12-24,35.91,3,9.6957
CA-2017-117457,Sony 64GB Class 10 Micro SDHC R40 Memory Card,2017-12-08,179.95,5,37.7895
CA-2017-142636,Xerox 191,2017-11-03,139.86,7,65.7342
CA-2017-122105,Bulldog Vacuum Base Pencil Sharpener,2017-06-24,95.92,8,25.8984
CA-2016-148796,Bevis Steel Folding Chairs,2016-04-14,383.8,5,38.38
CA-2017-154816,Xerox 1987,2017-11-06,5.78,1,2.8322
CA-2017-110478,American Pencil,2017-03-04,9.32,4,2.7028
CA-2014-142048,KeyTronic 6101 Series - Keyboard - Black,2014-06-22,196.752,6,56.5662
CA-2017-125388,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",2017-10-19,56.56,4,14.7056
CA-2017-155705,Hon Multipurpose Stacking Arm Chairs,2017-08-21,866.4,4,225.264
CA-2017-149160,Coloredge Poster Frame,2017-11-23,28.4,2,11.076
CA-2014-101476,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",2014-09-12,69.99,1,30.0957
CA-2017-152275,Design Ebony Sketching Pencil,2017-10-01,6.672,6,0.5004
US-2016-123750,GBC ProClick 150 Presentation Binding System,2016-04-15,189.588,2,-145.3508
CA-2016-127369,Letter Size Cart,2016-06-06,714.3,5,207.147
US-2014-150574,Insertable Tab Post Binder Dividers,2014-12-19,4.812,2,-3.6892
CA-2016-147375,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",2016-06-12,1007.979,3,43.1991
CA-2017-130043,Xerox 1897,2017-09-15,31.872,8,11.5536
CA-2017-157252,Global Deluxe Steno Chair,2017-01-20,207.846,3,2.3094
CA-2016-115756,Aluminum Document Frame,2016-09-05,12.22,1,3.666
CA-2017-154214,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2017-03-20,2.91,1,1.3677
CA-2016-166674,Newell 345,2016-04-01,59.52,3,15.4752
CA-2017-147277,Chromcraft Rectangular Conference Tables,2017-10-20,284.364,2,-75.8304
CA-2016-100153,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,2016-12-13,63.88,4,24.9132
US-2014-110674,"Global Geo Office Task Chair, Gray",2014-02-12,129.568,2,-24.294
US-2016-157945,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2016-09-26,747.558,3,-96.1146
CA-2015-109638,3M Office Air Cleaner,2015-12-15,103.92,4,36.372
CA-2016-109869,Eldon Wave Desk Accessories,2016-04-22,23.56,5,7.068
US-2015-101399,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,2015-01-17,254.744,7,-312.0614
CA-2017-154907,Bush Mission Pointe Library,2017-03-31,205.3328,2,-36.2352
US-2016-100419,Cardinal Hold-It CD Pocket,2016-12-16,4.788,3,-7.9002
CA-2015-154144,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2015-12-20,55.48,1,26.6304
CA-2014-144666,SAFCO Boltless Steel Shelving,2014-11-09,340.92,3,3.4092
CA-2016-103891,Cisco SPA525G2 IP Phone - Wireless,2016-07-12,95.76,6,7.182
CA-2016-152632,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,2016-10-27,40.2,3,19.296
CA-2016-100790,Prang Colored Pencils,2016-06-26,14.7,5,6.615
CA-2014-134677,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,2014-10-06,9.09,3,1.9089
CA-2014-127691,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2014-07-22,5.96,2,1.6688
CA-2017-140963,Alphabetical Labels for Top Tab Filing,2017-06-10,29.6,2,14.8
CA-2014-154627,Apple iPhone 5S,2014-10-29,2735.952,6,341.994
CA-2014-133753,Square Credit Card Reader,2014-06-09,7.992,1,0.5994
CA-2014-113362,Fellowes Officeware Wire Shelving,2014-09-14,449.15,5,8.983
CA-2016-169166,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,2016-05-09,93.98,2,13.1572
US-2016-120929,Balt Solid Wood Rectangular Table,2016-03-18,189.882,3,-94.941
CA-2015-134782,"Strathmore #10 Envelopes, Ultimate White",2015-12-27,105.42,2,51.6558
CA-2016-126158,Clear Mylar Reinforcing Strips,2016-07-25,119.616,8,40.3704
US-2016-105578,Vinyl Sectional Post Binders,2016-05-30,22.62,2,-15.08
CA-2017-134978,"Avery Durable Slant Ring Binders, No Labels",2017-11-12,15.92,5,5.373
CA-2015-145352,Rogers Handheld Barrel Pencil Sharpener,2015-03-16,2.74,1,0.7398
CA-2017-135307,Executive Impressions Supervisor Wall Clock,2017-11-26,126.3,3,40.416
CA-2016-106341,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",2016-10-20,7.152,3,0.7152
CA-2017-163405,Newell 327,2017-12-21,6.63,3,1.7901
CA-2017-127432,Canon Image Class D660 Copier,2017-01-22,2999.95,5,1379.977
CA-2015-157812,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2015-03-22,18.392,1,5.2877
CA-2017-145142,Balt Solid Wood Rectangular Table,2017-01-23,210.98,2,21.098
US-2016-139486,Motorola HK250 Universal Bluetooth Headset,2016-05-21,55.176,3,-12.4146
CA-2015-158792,Staples,2015-12-26,22.2,5,10.434
CA-2017-113558,Global Commerce Series High-Back Swivel/Tilt Chairs,2017-10-21,683.952,3,42.747
US-2015-138303,Eldon Gobal File Keepers,2015-09-03,36.336,3,-7.2672
CA-2015-102848,Safco Contoured Stacking Chairs,2015-11-07,190.72,1,11.92
US-2017-129441,Tenex Chairmats For Use With Carpeted Floors,2017-09-07,47.94,3,2.397
CA-2016-168753,Panasonic KX-TG9471B,2016-05-29,979.95,5,274.386
CA-2016-126613,Sterilite Officeware Hinged File Box,2016-07-10,16.768,2,1.4672
US-2017-122637,"Premier Elliptical Ring Binder, Black",2017-09-03,42.616,7,-68.1856
CA-2015-147851,Cardinal Poly Pocket Divider Pockets for Ring Binders,2015-12-03,10.752,4,3.36
CA-2015-134894,Eureka The Boss Cordless Rechargeable Stick Vac,2015-12-07,152.94,3,41.2938
CA-2014-140795,Enermax Aurora Lite Keyboard,2014-02-01,468.9,6,206.316
CA-2016-136924,LG Electronics Tone+ HBS-730 Bluetooth Headset,2016-07-14,380.864,8,38.0864
US-2015-120161,Fellowes Officeware Wire Shelving,2015-12-18,646.776,9,-145.5246
CA-2014-103849,SanDisk Cruzer 64 GB USB Flash Drive,2014-05-11,58.112,2,7.264
CA-2017-162929,Avery Printable Repositionable Plastic Tabs,2017-11-19,41.28,6,13.932
CA-2015-113173,Home/Office Personal File Carts,2015-11-15,250.272,9,15.642
CA-2016-136406,HON 5400 Series Task Chairs for Big and Tall,2016-04-15,1121.568,2,0.0
CA-2017-112774,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2017-09-11,34.504,1,6.0382
CA-2017-101945,Advantus T-Pin Paper Clips,2017-11-24,10.824,3,2.5707
CA-2017-100650,Tennsco 16-Compartment Lockers with Coat Rack,2017-06-29,1295.78,2,310.9872
CA-2014-155852,Zebra Zazzle Fluorescent Highlighters,2014-03-03,19.456,4,3.4048
CA-2016-113243,Avery 473,2016-06-10,20.7,2,9.936
CA-2017-118731,Coloredge Poster Frame,2017-11-20,42.6,3,16.614
CA-2014-145576,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",2014-09-14,13.0,5,1.3
CA-2015-130736,"Alliance Big Bands Rubber Bands, 12/Pack",2015-12-07,3.96,2,0.0
CA-2017-137099,Cisco SPA301,2017-12-07,374.376,3,46.797
CA-2017-156951,Personal Creations Ink Jet Cards and Labels,2017-10-01,91.84,8,45.0016
CA-2017-164826,Avery 473,2017-12-28,72.45,7,34.776
CA-2016-127250,Newell 332,2016-11-03,8.82,3,2.3814
CA-2015-149713,Personal Creations Ink Jet Cards and Labels,2015-09-18,160.72,14,78.7528
CA-2017-118640,"Trav-L-File Heavy-Duty Shuttle II, Black",2017-07-20,69.712,2,8.714
CA-2015-132906,Martin-Yale Premier Letter Opener,2015-09-10,51.52,4,1.5456
CA-2017-145233,GE 30524EE4,2017-12-01,470.376,3,52.9173
CA-2015-128139,Novimex High-Tech Fabric Mesh Task Chair,2015-07-03,70.98,1,4.9686
US-2016-156986,i.Sound Portable Power - 8000 mAh,2016-03-20,84.784,2,-20.1362
CA-2014-135405,Newell 312,2014-01-09,9.344,2,1.168
CA-2014-131450,Fellowes Superior 10 Outlet Split Surge Protector,2014-08-08,76.12,2,22.0748
CA-2016-120180,Acme Stainless Steel Office Snips,2016-07-14,11.632,2,1.0178
US-2016-100720,Mophie Juice Pack Helium for iPhone,2016-07-16,143.982,3,-28.7964
CA-2014-149958,"Hot File 7-Pocket, Floor Stand",2014-03-15,142.776,1,17.847
US-2014-105767,Angle-D Ring Binders,2014-05-23,3.282,2,-2.6256
CA-2016-161816,Nortel Meridian M3904 Professional Digital phone,2016-04-28,369.576,3,41.5773
CA-2016-121223,Xerox 1972,2016-09-11,8.448,2,2.64
CA-2017-138611,PureGear Roll-On Screen Protector,2017-11-14,119.94,10,15.992
CA-2017-117947,"DAX Metal Frame, Desktop, Stepped-Edge",2017-08-18,40.48,2,15.7872
US-2014-111171,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",2014-12-26,8.69,5,-14.773
CA-2015-138009,"Global Manager's Adjustable Task Chair, Storm",2015-11-29,301.96,2,87.5684
CA-2017-163020,"Master Caster Door Stop, Brown",2017-09-15,35.56,7,12.0904
CA-2017-153787,Belkin Premiere Surge Master II 8-outlet surge protector,2017-05-19,97.16,2,28.1764
